cell_id,cycle_number,capacity_ah,cap_endpoint_ah,mean_voltage_v,min_voltage_v,max_voltage_v,mean_abs_current_a,mean_temperature_c,duration_s,n_samples,dt_s,soh,is_synthetic
B0018,100,1.398428,1.384901,3.459598,2.477625,4.186647,1.778470,31.451451,2814.906000,218,12.985000,0.699214,False
B0018,101,1.391618,1.370325,3.450657,2.335609,4.184731,1.777963,31.493103,2801.156000,217,12.985000,0.695809,False
B0018,102,1.387419,1.373346,3.455515,2.441999,4.187176,1.776572,31.598908,2794.187000,216,13.016000,0.693709,False
B0018,103,1.381723,1.367949,3.455840,2.465169,4.186108,1.775451,31.656910,2785.391000,215,13.031000,0.690862,False
B0018,104,1.377843,1.356714,3.448678,2.370892,4.183460,1.774391,31.676286,2779.500000,214,13.063000,0.688921,False
B0018,105,1.384732,1.460431,3.474503,2.461880,4.187092,1.819795,30.387141,2899.234000,223,13.086000,0.692366,False
B0018,106,1.391656,1.450100,3.474032,2.424707,4.187369,1.809927,30.992952,2894.922000,222,13.125000,0.695828,False
B0018,107,1.398614,1.438141,3.474404,2.444722,4.187598,1.799472,31.406301,2888.250000,221,13.148500,0.699307,False
B0018,108,1.405607,1.428368,3.471767,2.443569,4.187609,1.796031,31.243349,2873.906000,208,13.922000,0.702804,False
B0018,109,1.412635,1.414787,3.468531,2.466600,4.186194,1.795807,31.052808,2847.406000,217,13.203000,0.706318,False
B0018,110,1.419698,1.413889,3.465121,2.427251,4.186991,1.793096,30.875034,2849.281000,205,13.985000,0.709849,False
B0018,111,1.412114,1.398933,3.465288,2.476263,4.185443,1.784522,31.080917,2833.688000,215,13.250000,0.706057,False
B0018,112,1.416034,1.395332,3.461800,2.360799,4.186308,1.793635,31.464641,2826.453000,214,13.281000,0.708017,False
B0018,113,1.411557,1.390046,3.463260,2.377012,4.187179,1.792171,31.945829,2818.312000,213,13.312000,0.705779,False
B0018,114,1.401258,1.386027,3.462839,2.456756,4.185446,1.781063,31.765885,2812.719000,212,13.360000,0.700629,False
B0018,115,1.410344,1.388215,3.456915,2.327731,4.193052,1.799091,31.281685,2803.500000,211,13.375000,0.705172,False
B0018,116,1.389581,1.376183,3.457469,2.453791,4.186242,1.787429,31.136440,2783.250000,209,13.391000,0.694790,False
B0018,117,1.385327,1.364717,3.450219,2.347561,4.186011,1.786391,30.972871,2776.391000,208,13.422000,0.692664,False
B0018,118,1.380830,1.358985,3.448673,2.355835,4.186756,1.785068,30.884967,2766.516000,207,13.453000,0.690415,False
B0018,119,1.368476,1.346231,3.444633,2.379110,4.183155,1.778541,30.737983,2751.516000,201,13.781000,0.684238,False
B0018,120,1.375318,1.426843,3.467273,2.444741,4.191990,1.809858,30.467182,2848.859000,212,13.531000,0.687659,False
B0018,121,1.382195,1.406448,3.464490,2.431868,4.185629,1.789757,30.943579,2840.016000,211,13.547000,0.691097,False
B0018,122,1.389106,1.393491,3.459667,2.344037,4.186834,1.797124,31.093147,2817.375000,209,13.563000,0.694553,False
B0018,123,1.401456,1.388249,3.462242,2.456437,4.186613,1.786293,31.041862,2809.234000,208,13.579000,0.700728,False
B0018,124,1.391153,1.370188,3.455566,2.395548,4.183907,1.784332,30.984024,2791.187000,206,13.625000,0.695577,False
B0018,125,1.394583,1.379695,3.458696,2.453675,4.185339,1.784674,30.959789,2794.016000,206,13.656000,0.697292,False
B0018,126,1.390354,1.368659,3.452528,2.306273,4.185280,1.792648,31.268636,2774.719000,204,13.687000,0.695177,False
B0018,127,1.382841,1.362737,3.455229,2.347109,4.186282,1.782820,31.826545,2777.844000,204,13.688000,0.691420,False
B0018,128,1.378117,1.363405,3.461974,2.488429,4.185356,1.772716,32.050721,2781.125000,204,13.719000,0.689059,False
B0018,129,1.365628,1.351865,3.452222,2.399218,4.181407,1.770045,31.791340,2760.906000,202,13.750000,0.682814,False
B0018,130,1.376236,1.354797,3.447650,2.278634,4.185252,1.788630,31.500081,2753.250000,201,13.781000,0.688118,False
B0018,131,1.362730,1.341051,3.447929,2.365585,4.185763,1.777866,31.283243,2742.843000,200,13.797000,0.681365,False
B0018,132,1.369544,1.457322,3.470156,2.548474,4.190135,1.818732,31.607900,2855.887365,2855,1.000000,0.684772,True
B0018,133,1.376392,1.658054,3.516063,2.368751,4.188218,1.866295,30.462521,3190.017940,3190,1.000000,0.688196,True
B0018,134,1.383274,1.711278,3.531263,2.505213,4.188283,1.849520,30.628878,3330.095792,3330,1.000000,0.691637,True
B0018,135,1.390190,1.486713,3.477919,2.364570,4.187670,1.802196,31.071654,2959.880528,2959,1.000000,0.695095,True
B0018,136,1.397141,1.529588,3.496200,2.394398,4.187407,1.794407,30.448381,3066.447091,3066,1.000000,0.698571,True
B0018,137,1.404127,1.523576,3.481682,2.280648,4.186769,1.817985,31.020806,3004.627597,3004,1.000000,0.702063,True
B0018,138,1.335476,1.335476,3.451254,2.444768,4.187109,1.746789,30.919309,2739.334365,2739,1.000000,0.667738,True
B0018,139,1.342153,1.591018,3.492855,2.354652,4.188037,1.852858,30.891453,3068.644042,3068,1.000000,0.671077,True
B0018,140,1.348864,1.386248,3.462572,2.416381,4.185572,1.784049,31.803249,2780.367428,2780,1.000000,0.674432,True
B0018,141,1.355608,1.381618,3.454157,2.370653,4.186601,1.767728,31.029850,2801.449237,2801,1.000000,0.677804,True
B0018,142,1.362386,1.719133,3.537795,2.458901,4.187749,1.874929,31.179445,3303.940594,3303,1.000000,0.681193,True
B0018,143,1.369198,1.554073,3.491111,2.453945,4.187254,1.830546,30.830450,3041.028082,3041,1.000000,0.684599,True
B0018,144,1.376044,1.430604,3.466882,2.356801,4.184665,1.797440,31.456612,2855.049020,2855,1.000000,0.688022,True
B0018,145,1.382924,1.802346,3.538354,2.291597,4.192979,1.893304,30.971943,3435.316571,3435,1.000000,0.691462,True
B0018,146,1.389839,1.659711,3.519909,2.416239,4.189053,1.847352,31.069489,3226.226560,3226,1.000000,0.694920,True
B0018,147,1.396788,1.792879,3.533356,2.359330,4.189564,1.907369,31.220735,3387.441265,3387,1.000000,0.698394,True
B0018,148,1.403772,1.891696,3.554217,2.328998,4.189435,1.947142,31.183198,3503.588820,3503,1.000000,0.701886,True
B0018,149,1.410791,1.534884,3.491207,2.448513,4.187467,1.817788,31.062702,3014.320940,3014,1.000000,0.705396,True
B0018,150,1.417845,1.615946,3.506210,2.374114,4.186192,1.841193,31.554005,3157.499622,3157,1.000000,0.708922,True
